1	201	845	18	9000
2	157	993	20	9000
3	9	724	17	9000
4	278	975	16	9000
5	83	596	11	11000
6	254	972	20	9000
7	5	592	13	9000
8	128	895	18	9000
9	204	875	10	9000
10	157	549	12	11000
11	253	792	12	9000
12	359	925	10	9000
13	304	968	13	9000
14	151	922	14	9000
15	5	444	19	11000
16	377	974	11	9000
17	431	972	13	9000
18	301	869	17	9000
19	426	968	14	9000
20	157	675	20	11000
21	434	994	19	9000
22	458	998	11	9000
23	230	921	18	9000
24	282	924	16	9000
25	604	1000	11	11000
26	54	743	10	9000
27	455	993	16	9000
28	55	672	16	9000
29	202	922	16	9000
30	209	675	19	11000
31	178	744	20	9000
32	129	817	19	9000
33	302	922	12	9000
34	55	694	14	9000
35	127	546	19	11000
36	232	995	15	9000
37	284	973	18	9000
38	378	925	13	9000
39	108	744	12	9000
40	382	771	14	11000
41	281	819	12	9000
42	109	972	10	9000
43	428	972	15	9000
44	283	974	14	9000
45	6	443	18	11000
46	406	997	18	9000
47	209	745	12	9000
48	405	974	18	9000
49	76	768	11	9000
50	552	972	19	11000
51	209	974	13	9000
52	428	973	16	9000
53	359	893	19	9000
54	6	970	10	9000
55	532	993	10	11000
56	59	597	18	9000
57	457	994	18	9000
58	234	769	20	9000
59	54	650	17	9000
60	277	693	13	11000
61	257	849	19	9000
62	6	621	15	9000
63	79	820	10	9000
64	458	994	19	9000
65	451	844	17	11000
66	328	920	20	9000
67	106	868	18	9000
68	254	942	17	9000
69	282	923	15	9000
70	459	923	19	11000
71	277	823	14	9000
72	78	647	15	9000
73	407	950	17	9000
74	131	768	18	9000
75	334	749	19	11000
76	157	1000	16	9000
77	157	768	12	9000
78	106	696	18	9000
79	455	1000	11	9000
80	9	423	20	11000
81	329	867	12	9000
82	9	775	20	9000
83	34	571	13	9000
84	456	996	12	9000
85	103	573	13	11000
86	282	823	11	9000
87	26	670	17	9000
88	127	925	19	9000
89	431	996	11	9000
90	406	917	19	11000
91	401	948	15	9000
92	77	893	14	9000
93	54	794	16	9000
94	452	999	18	9000
95	27	494	12	11000
96	152	973	17	9000
97	2	618	18	9000
98	359	945	20	9000
99	453	994	14	9000
100	604	998	18	11000
101	301	845	13	9000
102	58	793	20	9000
103	376	967	13	9000
104	426	992	17	9000
105	229	695	10	11000
106	126	950	13	9000
107	183	921	19	9000
108	283	847	16	9000
109	378	999	17	9000
110	481	998	19	11000
111	177	944	12	9000
112	303	894	13	9000
113	5	573	13	9000
114	451	1000	11	9000
115	382	869	19	11000
116	278	874	13	9000
117	251	895	11	9000
118	83	695	11	9000
119	352	967	16	9000
120	109	495	19	11000
121	83	867	20	9000
122	452	1000	14	9000
123	108	721	12	9000
124	31	923	11	9000
125	326	724	12	11000
126	208	993	20	9000
127	230	993	13	9000
128	359	949	16	9000
129	357	896	13	9000
130	526	923	13	11000
131	278	924	12	9000
132	328	1000	12	9000
133	205	949	19	9000
134	109	867	16	9000
135	608	993	16	11000
136	456	997	14	9000
137	151	842	10	9000
138	279	818	16	9000
139	208	920	10	9000
140	426	949	20	11000
141	358	942	12	9000
142	409	969	10	9000
143	352	943	15	9000
144	256	995	20	9000
145	277	722	14	11000
146	151	948	13	9000
147	134	993	15	9000
148	279	924	14	9000
149	56	822	13	9000
150	203	722	13	11000
151	330	892	13	9000
152	52	769	10	9000
153	209	822	17	9000
154	302	845	15	9000
155	303	820	19	11000
156	379	971	18	9000
157	157	748	18	9000
158	154	967	15	9000
159	355	919	16	9000
160	253	650	11	11000
161	456	1000	13	9000
162	358	920	10	9000
163	102	696	11	9000
164	181	817	17	9000
165	307	824	20	11000
166	156	923	12	9000
167	233	773	14	9000
168	228	771	10	9000
169	226	767	12	9000
170	533	998	17	11000
171	33	899	11	9000
172	129	944	11	9000
173	329	947	12	9000
174	176	822	12	9000
175	251	748	10	11000
176	105	898	17	9000
177	226	872	15	9000
178	5	850	20	9000
179	427	997	19	9000
180	556	942	11	11000
181	7	667	13	9000
182	83	717	14	9000
183	384	950	14	9000
184	77	648	13	9000
185	609	994	16	11000
186	3	573	19	9000
187	454	992	12	9000
188	76	922	20	9000
189	81	670	19	9000
190	55	443	14	11000
191	379	949	11	9000
192	204	975	12	9000
193	181	943	20	9000
194	451	993	19	9000
195	328	845	18	11000
196	433	998	16	9000
197	231	947	18	9000
198	302	875	13	9000
199	334	947	10	9000
200	303	793	18	11000
201	430	968	13	9000
202	431	967	19	9000
203	405	948	20	9000
204	305	996	18	9000
205	105	571	15	11000
206	408	971	18	9000
207	284	848	17	9000
208	56	647	19	9000
209	53	849	18	9000
210	383	794	20	11000
211	56	871	13	9000
212	279	917	15	9000
213	452	1000	12	9000
214	256	896	17	9000
215	55	493	18	11000
216	358	920	15	9000
217	6	548	15	9000
218	453	997	12	9000
219	407	971	12	9000
220	480	925	10	11000
221	151	693	17	9000
222	329	870	11	9000
223	303	998	20	9000
224	51	823	14	9000
225	306	770	19	11000
226	127	673	13	9000
227	107	817	18	9000
228	102	649	17	9000
229	106	868	10	9000
230	556	967	13	11000
231	3	968	19	9000
232	281	998	13	9000
233	227	921	17	9000
234	379	920	10	9000
235	31	420	13	11000
236	403	994	13	9000
237	383	994	13	9000
238	29	569	11	9000
239	106	800	13	9000
240	559	995	20	11000
241	51	968	11	9000
242	233	944	14	9000
243	126	800	13	9000
244	32	967	11	9000
245	477	874	12	11000
246	333	943	19	9000
247	457	995	11	9000
248	281	848	13	9000
249	4	773	17	9000
250	55	571	11	11000
251	32	596	12	9000
252	326	874	13	9000
253	228	1000	14	9000
254	132	875	16	9000
255	608	992	17	11000
256	303	849	12	9000
257	284	950	14	9000
258	233	869	17	9000
259	54	725	18	9000
260	128	599	20	11000
261	130	772	20	9000
262	451	998	15	9000
263	104	718	19	9000
264	284	844	13	9000
265	255	742	13	11000
266	80	747	20	9000
267	254	998	17	9000
268	403	946	11	9000
269	234	793	15	9000
270	478	994	12	11000
271	132	845	15	9000
272	103	846	10	9000
273	155	970	10	9000
274	177	794	10	9000
275	553	950	14	11000
276	57	970	16	9000
277	434	970	10	9000
278	53	868	19	9000
279	231	871	18	9000
280	484	925	14	11000
281	305	873	16	9000
282	309	945	12	9000
283	305	872	16	9000
284	453	992	18	9000
285	384	850	14	11000
286	34	669	19	9000
287	56	997	16	9000
288	178	1000	13	9000
289	132	794	18	9000
290	327	719	17	11000
291	305	975	13	9000
292	104	871	11	9000
293	357	899	18	9000
294	406	993	20	9000
295	533	920	20	11000
296	358	925	10	9000
297	276	869	19	9000
298	155	720	20	9000
299	455	992	17	9000
300	353	844	16	11000
301	382	995	10	9000
302	27	671	14	9000
303	282	921	18	9000
304	457	994	12	9000
305	351	875	11	11000
306	351	923	19	9000
307	202	997	16	9000
308	101	768	15	9000
309	9	573	15	9000
310	278	672	16	11000
311	309	922	15	9000
312	254	867	19	9000
313	431	969	20	9000
314	204	749	19	9000
315	109	497	20	11000
316	378	1000	13	9000
317	178	923	17	9000
318	456	994	16	9000
319	234	769	14	9000
320	408	845	16	11000
321	331	870	11	9000
322	101	1000	20	9000
323	132	973	11	9000
324	251	919	11	9000
325	379	867	12	11000
326	256	948	18	9000
327	280	975	11	9000
328	153	794	11	9000
329	276	892	15	9000
330	378	819	10	11000
331	303	969	11	9000
332	326	992	20	9000
333	428	972	17	9000
334	80	950	20	9000
335	583	997	14	11000
336	276	875	11	9000
337	234	893	10	9000
338	206	768	12	9000
339	431	994	16	9000
340	581	1000	19	11000
341	204	843	15	9000
342	156	823	16	9000
343	257	898	11	9000
344	251	944	16	9000
345	582	997	15	11000
346	158	800	14	9000
347	334	968	15	9000
348	354	919	17	9000
349	458	998	17	9000
350	53	495	19	11000
351	376	948	19	9000
352	278	992	15	9000
353	404	947	17	9000
354	205	920	19	9000
355	583	993	11	11000
356	130	773	17	9000
357	282	946	13	9000
358	276	894	16	9000
359	276	900	20	9000
360	153	595	20	11000
361	78	897	13	9000
362	102	995	16	9000
363	130	819	13	9000
364	180	846	19	9000
365	4	493	16	11000
366	332	948	16	9000
367	201	968	16	9000
368	53	949	12	9000
369	456	995	18	9000
370	202	699	19	11000
371	429	974	12	9000
372	156	997	13	9000
373	453	992	15	9000
374	79	917	15	9000
375	427	925	12	11000
376	333	971	14	9000
377	1	773	17	9000
378	82	796	14	9000
379	179	942	17	9000
380	607	994	18	11000
381	428	992	17	9000
382	7	968	12	9000
383	333	968	14	9000
384	177	969	15	9000
385	306	796	14	11000
386	333	949	16	9000
387	328	900	20	9000
388	329	944	20	9000
389	453	994	17	9000
390	251	643	17	11000
391	233	917	12	9000
392	152	697	11	9000
393	209	819	17	9000
394	331	924	20	9000
395	304	698	10	11000
396	133	946	16	9000
397	459	997	20	9000
398	28	949	10	9000
399	152	818	13	9000
400	155	599	17	11000
401	352	923	13	9000
402	308	973	17	9000
403	178	724	20	9000
404	406	993	11	9000
405	8	525	20	11000
406	334	868	18	9000
407	355	947	18	9000
408	283	923	10	9000
409	152	796	19	9000
410	4	496	10	11000
411	59	596	18	9000
412	255	820	18	9000
413	231	823	17	9000
414	282	950	17	9000
415	227	697	19	11000
416	376	995	18	9000
417	252	846	19	9000
418	130	669	11	9000
419	33	796	20	9000
420	204	719	19	11000
421	354	970	20	9000
422	284	892	16	9000
423	251	795	20	9000
424	133	725	16	9000
425	609	995	10	11000
426	228	945	16	9000
427	308	897	15	9000
428	7	545	18	9000
429	434	997	17	9000
430	282	794	14	11000
431	52	622	19	9000
432	32	847	20	9000
433	83	824	11	9000
434	303	992	15	9000
435	176	594	11	11000
436	77	668	16	9000
437	31	842	15	9000
438	158	975	17	9000
439	107	822	16	9000
440	432	925	19	11000
441	280	996	16	9000
442	426	995	19	9000
443	356	997	17	9000
444	53	846	10	9000
445	3	423	12	11000
446	81	998	17	9000
447	52	923	15	9000
448	180	724	19	9000
449	204	942	16	9000
450	102	567	19	11000
451	305	843	14	9000
452	333	900	19	9000
453	326	871	15	9000
454	328	896	11	9000
455	454	917	15	11000
456	5	874	10	9000
457	106	675	11	9000
458	232	893	17	9000
459	152	746	12	9000
460	252	674	14	11000
461	81	824	16	9000
462	308	899	10	9000
463	5	975	14	9000
464	109	899	18	9000
465	329	719	19	11000
466	129	674	13	9000
467	409	998	13	9000
468	356	917	12	9000
469	427	974	10	9000
470	476	922	12	11000
471	455	994	18	9000
472	331	968	14	9000
473	77	825	20	9000
474	180	748	17	9000
475	433	919	12	11000
476	227	972	16	9000
477	408	995	19	9000
478	254	792	17	9000
479	351	942	17	9000
480	206	648	10	11000
481	9	642	17	9000
482	379	992	16	9000
483	328	896	16	9000
484	328	924	11	9000
485	355	843	14	11000
486	333	869	16	9000
487	128	924	20	9000
488	379	921	18	9000
489	427	975	11	9000
490	508	969	18	11000
491	176	846	12	9000
492	309	949	15	9000
493	407	974	18	9000
494	31	849	18	9000
495	409	821	20	11000
496	130	850	17	9000
497	231	892	15	9000
498	159	917	18	9000
499	356	920	11	9000
500	253	700	13	11000
